Year_Month,Date,S_No,Commodity_Raw,Commodity,Target_Commodity,Category,Unit,National_Average_Price,Source_File,Islamabad,Rawalpindi,Gujranwala,Sialkot,Lahore,Faisalabad,Sargodha,Multan,Bahawalpur,Karachi,Hyderabad,Sukkur,Larkana,Peshawar,Bannu,Quetta,Khuzdar
2023-04,2023-04-01,20,Pulse Gram 1 Kg,Pulse Gram,Pulse Gram,Pulses & Legumes,1 Kg,247.06,2023-04_Annexure1.pdf,274.97,257.4,220.0,220.0,236.58,225.74,226.62,251.05,240.0,264.66,238.62,260.0,240.0,263.58,231.6,289.93,273.29
2023-04,2023-04-01,21,Potatoes 1 Kg,Potatoes,Potatoes,Vegetables,1 Kg,67.93,2023-04_Annexure1.pdf,88.93,82.52,70.54,62.35,70.17,65.53,66.27,69.3,71.21,62.53,58.13,60.0,52.33,80.54,71.08,64.48,68.22
2023-04,2023-04-01,22,Onions 1 Kg,Onions,Onions,Vegetables,1 Kg,82.94,2023-04_Annexure1.pdf,116.48,111.29,80.63,76.24,81.37,71.74,78.83,64.99,77.39,85.77,79.81,69.64,63.15,97.74,81.4,92.83,101.52
2023-04,2023-04-01,23,Tomatoes 1 Kg,Tomatoes,Tomatoes,Vegetables,1 Kg,55.84,2023-04_Annexure1.pdf,90.41,87.46,77.03,68.45,68.36,58.01,57.97,44.96,45.15,58.02,47.68,27.83,32.27,72.72,58.56,52.15,46.42
2023-05,2023-05-01,17,Pulse Masoor (Washed) 1 Kg,Pulse Masoor (Washed),Pulse Masoor (Washed),Pulses & Legumes,1 Kg,284.68,2023-05_Annexure1.pdf,299.81,292.67,267.46,263.74,268.79,301.39,313.3,285.44,270.0,302.57,283.85,260.0,266.21,280.0,272.75,324.97,296.63
2023-05,2023-05-01,18,Pulse Moong (Washed) 1 Kg,Pulse Moong (Washed),Pulse Moong (Washed),Pulses & Legumes,1 Kg,282.93,2023-05_Annexure1.pdf,298.06,273.81,257.46,257.46,267.03,259.81,296.63,275.16,270.0,304.1,286.92,310.0,287.95,269.93,255.72,342.45,313.19
2023-05,2023-05-01,19,Pulse Mash (Washed) 1 Kg,Pulse Mash (Washed),Pulse Mash (Washed),Pulses & Legumes,1 Kg,443.43,2023-05_Annexure1.pdf,465.58,451.25,460.0,453.74,443.59,454.88,449.12,471.27,445.75,453.46,471.14,420.0,464.76,460.51,457.48,482.46,280.0
2023-05,2023-05-01,20,Pulse Gram 1 Kg,Pulse Gram,Pulse Gram,Pulses & Legumes,1 Kg,250.32,2023-05_Annexure1.pdf,277.65,256.41,230.74,234.97,236.58,233.29,239.15,251.32,251.64,265.81,242.04,260.0,240.0,262.75,224.94,284.7,273.29
2023-05,2023-05-01,21,Potatoes 1 Kg,Potatoes,Potatoes,Vegetables,1 Kg,79.51,2023-05_Annexure1.pdf,105.67,96.85,86.18,69.76,79.8,73.91,74.84,82.01,84.85,71.57,70.54,70.0,64.8,89.07,87.8,74.89,80.0
2023-05,2023-05-01,22,Onions 1 Kg,Onions,Onions,Vegetables,1 Kg,56.33,2023-05_Annexure1.pdf,82.75,74.75,56.19,57.19,57.29,47.85,48.75,51.77,54.77,54.21,51.15,52.33,45.41,69.05,48.91,59.65,57.93
2023-05,2023-05-01,23,Tomatoes 1 Kg,Tomatoes,Tomatoes,Vegetables,1 Kg,42.26,2023-05_Annexure1.pdf,74.19,69.19,48.75,38.84,40.58,40.32,40.0,28.76,32.24,54.41,49.03,23.78,22.21,57.1,41.2,47.13,47.52
2023-06,2023-06-01,17,Pulse Masoor (Washed) 1 Kg,Pulse Masoor (Washed),Pulse Masoor (Washed),Pulses & Legumes,1 Kg,277.38,2023-06_Annexure1.pdf,299.81,288.35,260.0,250.0,278.96,276.32,303.22,275.38,254.95,290.89,272.48,262.46,267.79,268.74,277.47,299.76,296.63
2023-06,2023-06-01,18,Pulse Moong (Washed) 1 Kg,Pulse Moong (Washed),Pulse Moong (Washed),Pulses & Legumes,1 Kg,269.75,2023-06_Annexure1.pdf,287.02,270.48,238.81,229.92,270.4,256.3,280.0,257.94,254.95,287.34,267.77,310.0,284.76,252.87,235.64,307.44,313.19
2023-06,2023-06-01,19,Pulse Mash (Washed) 1 Kg,Pulse Mash (Washed),Pulse Mash (Washed),Pulses & Legumes,1 Kg,453.95,2023-06_Annexure1.pdf,478.92,459.93,462.48,466.15,460.36,446.57,464.07,482.18,460.0,463.19,471.56,439.55,480.0,462.2,480.67,494.98,289.83
2023-06,2023-06-01,20,Pulse Gram 1 Kg,Pulse Gram,Pulse Gram,Pulses & Legumes,1 Kg,243.96,2023-06_Annexure1.pdf,268.79,257.87,221.63,216.24,229.4,231.49,240.0,245.51,243.18,256.24,235.98,260.0,240.0,242.71,220.82,274.97,273.29
2023-06,2023-06-01,21,Potatoes 1 Kg,Potatoes,Potatoes,Vegetables,1 Kg,84.52,2023-06_Annexure1.pdf,110.88,100.17,86.18,77.96,85.59,78.72,86.79,84.07,110.02,74.79,72.95,74.83,64.8,92.21,97.16,74.89,80.0
2023-06,2023-06-01,22,Onions 1 Kg,Onions,Onions,Vegetables,1 Kg,60.67,2023-06_Annexure1.pdf,75.81,70.33,68.87,65.0,73.58,57.56,59.58,63.92,59.96,59.78,61.26,57.33,50.59,57.55,53.76,54.85,49.08
2023-06,2023-06-01,23,Tomatoes 1 Kg,Tomatoes,Tomatoes,Vegetables,1 Kg,51.94,2023-06_Annexure1.pdf,69.64,60.55,51.02,45.45,46.09,47.88,48.4,56.38,49.64,69.87,66.0,51.8,56.5,38.36,37.02,54.38,47.88
2023-07,2023-07-01,17,Pulse Masoor (Washed) 1 Kg,Pulse Masoor (Washed),Pulse Masoor (Washed),Pulses & Legumes,1 Kg,274.8,2023-07_Annexure1.pdf,299.81,286.92,260.0,250.0,278.96,276.32,294.96,266.54,256.62,278.37,269.64,270.0,283.24,267.75,266.59,274.97,296.63
2023-07,2023-07-01,18,Pulse Moong (Washed) 1 Kg,Pulse Moong (Washed),Pulse Moong (Washed),Pulses & Legumes,1 Kg,263.26,2023-07_Annexure1.pdf,283.55,267.2,244.95,217.49,270.4,243.29,280.0,237.67,243.18,266.43,266.31,294.88,299.33,239.08,235.74,294.97,313.19
2023-07,2023-07-01,19,Pulse Mash (Washed) 1 Kg,Pulse Mash (Washed),Pulse Mash (Washed),Pulses & Legumes,1 Kg,468.25,2023-07_Annexure1.pdf,483.03,459.93,481.65,484.97,489.9,486.58,494.12,481.02,464.92,475.85,471.98,460.0,480.0,480.0,500.0,512.46,300.0
2023-07,2023-07-01,20,Pulse Gram 1 Kg,Pulse Gram,Pulse Gram,Pulses & Legumes,1 Kg,240.48,2023-07_Annexure1.pdf,268.81,257.87,220.0,213.74,217.93,224.87,238.3,238.24,226.47,247.34,245.26,260.0,244.95,240.82,217.45,264.97,273.29
2023-07,2023-07-01,21,Potatoes 1 Kg,Potatoes,Potatoes,Vegetables,1 Kg,91.91,2023-07_Annexure1.pdf,120.22,107.99,90.79,93.22,97.03,87.88,80.0,98.84,100.0,78.34,79.27,80.0,73.19,100.95,103.32,84.9,100.0
2023-07,2023-07-01,22,Onions 1 Kg,Onions,Onions,Vegetables,1 Kg,58.97,2023-07_Annexure1.pdf,76.18,74.48,61.13,64.81,64.25,54.64,54.77,59.69,61.56,59.33,60.02,50.0,52.65,59.05,57.93,49.58,50.0
2023-07,2023-07-01,23,Tomatoes 1 Kg,Tomatoes,Tomatoes,Vegetables,1 Kg,90.53,2023-07_Annexure1.pdf,128.31,114.92,105.55,104.39,107.66,92.96,92.94,98.45,98.98,90.86,86.9,78.72,86.45,85.59,83.45,54.85,59.44
2023-08,2023-08-01,17,Pulse Masoor (Washed) 1 Kg,Pulse Masoor (Washed),Pulse Masoor (Washed),Pulses & Legumes,1 Kg,285.75,2023-08_Annexure1.pdf,305.02,291.57,273.6,266.45,287.24,306.52,297.95,280.25,277.11,284.28,289.65,270.0,296.03,272.16,273.93,293.78,296.63
2023-08,2023-08-01,18,Pulse Moong (Washed) 1 Kg,Pulse Moong (Washed),Pulse Moong (Washed),Pulses & Legumes,1 Kg,269.94,2023-08_Annexure1.pdf,290.57,270.4,253.95,223.88,270.4,256.5,280.0,247.62,255.87,276.86,284.96,290.0,298.27,247.66,241.14,305.89,313.19
2023-08,2023-08-01,19,Pulse Mash (Washed) 1 Kg,Pulse Mash (Washed),Pulse Mash (Washed),Pulses & Legumes,1 Kg,499.57,2023-08_Annexure1.pdf,536.15,511.01,520.94,515.78,516.39,506.58,525.22,525.92,496.96,507.02,493.21,475.93,487.75,510.75,503.94,522.96,363.98
2023-08,2023-08-01,20,Pulse Gram 1 Kg,Pulse Gram,Pulse Gram,Pulses & Legumes,1 Kg,242.6,2023-08_Annexure1.pdf,268.82,257.87,220.0,215.0,222.42,229.17,238.64,242.8,241.94,253.71,246.9,260.0,233.14,245.06,217.25,269.92,273.29
2023-08,2023-08-01,21,Potatoes 1 Kg,Potatoes,Potatoes,Vegetables,1 Kg,95.08,2023-08_Annexure1.pdf,126.08,113.89,96.55,95.2,96.16,91.61,87.22,100.81,100.0,81.49,81.62,80.0,76.58,101.71,110.24,90.77,100.0
2023-08,2023-08-01,22,Onions 1 Kg,Onions,Onions,Vegetables,1 Kg,65.96,2023-08_Annexure1.pdf,93.29,83.58,69.46,69.41,69.04,65.05,66.35,65.75,71.9,64.4,61.02,60.0,59.94,68.55,60.11,54.85,50.0
2023-08,2023-08-01,23,Tomatoes 1 Kg,Tomatoes,Tomatoes,Vegetables,1 Kg,115.42,2023-08_Annexure1.pdf,132.69,121.48,136.43,119.55,121.65,116.85,100.96,120.38,126.32,127.96,126.58,115.86,111.71,98.71,90.15,93.87,114.0
2023-09,2023-09-01,17,Pulse Masoor (Washed) 1 Kg,Pulse Masoor (Washed),Pulse Masoor (Washed),Pulses & Legumes,1 Kg,337.54,2023-09_Annexure1.pdf,375.65,355.26,334.89,340.0,317.82,347.08,325.69,346.05,328.08,348.86,352.41,342.25,311.51,339.63,329.53,304.12,346.63
2023-09,2023-09-01,18,Pulse Moong (Washed) 1 Kg,Pulse Moong (Washed),Pulse Moong (Washed),Pulses & Legumes,1 Kg,287.61,2023-09_Annexure1.pdf,308.07,287.16,274.86,258.69,270.4,258.84,280.0,280.68,270.75,309.78,310.84,320.0,313.19,273.17,259.9,313.62,313.19
2023-09,2023-09-01,19,Pulse Mash (Washed) 1 Kg,Pulse Mash (Washed),Pulse Mash (Washed),Pulses & Legumes,1 Kg,538.59,2023-09_Annexure1.pdf,580.68,558.49,550.0,544.93,549.47,558.71,550.79,553.86,553.28,561.33,540.02,540.0,520.0,539.42,540.0,549.87,393.31
2023-09,2023-09-01,20,Pulse Gram 1 Kg,Pulse Gram,Pulse Gram,Pulses & Legumes,1 Kg,250.1,2023-09_Annexure1.pdf,274.75,260.53,218.74,216.21,226.58,233.29,234.95,259.63,243.29,266.61,243.7,260.0,244.85,278.59,247.36,279.93,276.63
2023-09,2023-09-01,21,Potatoes 1 Kg,Potatoes,Potatoes,Vegetables,1 Kg,95.35,2023-09_Annexure1.pdf,122.89,112.46,100.0,96.55,96.07,96.13,85.69,101.53,100.0,82.25,77.37,80.0,77.38,102.53,117.84,87.3,100.0
2023-09,2023-09-01,22,Onions 1 Kg,Onions,Onions,Vegetables,1 Kg,84.39,2023-09_Annexure1.pdf,121.15,110.91,94.87,96.31,93.15,84.06,82.81,90.98,91.41,81.28,81.77,72.38,63.01,100.22,79.13,56.09,62.5
2023-09,2023-09-01,23,Tomatoes 1 Kg,Tomatoes,Tomatoes,Vegetables,1 Kg,102.11,2023-09_Annexure1.pdf,115.24,106.77,119.16,110.23,110.77,104.29,91.77,110.1,110.75,111.89,111.36,104.66,107.89,83.48,69.64,83.4,100.0
2023-10,2023-10-01,17,Pulse Masoor (Washed) 1 Kg,Pulse Masoor (Washed),Pulse Masoor (Washed),Pulses & Legumes,1 Kg,323.01,2023-10_Annexure1.pdf,366.42,341.99,307.47,304.88,322.22,309.21,335.67,299.91,323.25,338.1,311.6,319.51,309.49,320.56,319.37,333.6,334.76
2023-10,2023-10-01,18,Pulse Moong (Washed) 1 Kg,Pulse Moong (Washed),Pulse Moong (Washed),Pulses & Legumes,1 Kg,279.57,2023-10_Annexure1.pdf,295.53,279.54,272.47,252.49,270.4,249.81,280.0,261.52,264.95,302.41,290.94,297.23,301.16,261.24,249.27,332.45,306.52
2023-10,2023-10-01,19,Pulse Mash (Washed) 1 Kg,Pulse Mash (Washed),Pulse Mash (Washed),Pulses & Legumes,1 Kg,529.88,2023-10_Annexure1.pdf,571.8,551.36,527.19,510.79,563.95,538.33,554.98,530.46,528.24,555.33,507.39,529.91,539.68,533.85,540.0,573.66,383.13
2023-10,2023-10-01,20,Pulse Gram 1 Kg,Pulse Gram,Pulse Gram,Pulses & Legumes,1 Kg,234.86,2023-10_Annexure1.pdf,259.71,250.12,207.34,201.24,218.8,228.23,215.15,224.99,229.89,254.09,230.14,244.85,227.12,248.65,223.25,282.44,262.05
2023-10,2023-10-01,21,Potatoes 1 Kg,Potatoes,Potatoes,Vegetables,1 Kg,98.13,2023-10_Annexure1.pdf,128.6,118.6,108.83,112.12,104.9,96.55,85.69,107.89,100.0,88.16,80.0,80.0,84.02,100.18,100.5,87.3,100.0
2023-10,2023-10-01,22,Onions 1 Kg,Onions,Onions,Vegetables,1 Kg,106.1,2023-10_Annexure1.pdf,138.84,127.68,110.28,114.52,115.46,104.36,98.88,112.35,113.82,112.91,111.66,94.87,91.55,107.11,94.57,74.89,96.55
2023-10,2023-10-01,23,Tomatoes 1 Kg,Tomatoes,Tomatoes,Vegetables,1 Kg,112.8,2023-10_Annexure1.pdf,142.73,123.51,128.82,121.41,130.67,105.65,109.54,115.49,124.51,131.26,114.02,112.47,120.66,96.03,68.75,90.87,106.02
2023-11,2023-11-01,17,Pulse Masoor (Washed) 1 Kg,Pulse Masoor (Washed),Pulse Masoor (Washed),Pulses & Legumes,1 Kg,320.98,2023-11_Annexure1.pdf,361.43,334.13,315.83,318.74,312.42,326.97,322.62,311.14,311.84,325.04,318.58,307.46,318.63,315.23,303.9,329.63,327.26
2023-11,2023-11-01,18,Pulse Moong (Washed) 1 Kg,Pulse Moong (Washed),Pulse Moong (Washed),Pulses & Legumes,1 Kg,276.47,2023-11_Annexure1.pdf,288.2,272.48,263.95,250.0,270.4,263.36,280.0,268.68,256.62,289.99,283.07,290.0,278.44,266.82,261.81,319.93,305.21
2023-11,2023-11-01,19,Pulse Mash (Washed) 1 Kg,Pulse Mash (Washed),Pulse Mash (Washed),Pulses & Legumes,1 Kg,520.96,2023-11_Annexure1.pdf,565.57,548.99,509.93,514.98,535.21,538.84,556.65,536.12,522.62,538.07,520.58,510.0,491.74,526.65,535.94,564.97,373.21
2023-11,2023-11-01,20,Pulse Gram 1 Kg,Pulse Gram,Pulse Gram,Pulses & Legumes,1 Kg,229.43,2023-11_Annexure1.pdf,250.06,239.4,215.85,209.9,207.45,225.25,205.82,226.7,217.22,240.2,221.42,220.0,224.47,255.85,229.26,280.93,243.29
2023-11,2023-11-01,21,Potatoes 1 Kg,Potatoes,Potatoes,Vegetables,1 Kg,106.92,2023-11_Annexure1.pdf,148.21,135.43,122.53,125.83,130.28,112.27,102.52,129.53,106.32,89.39,79.96,80.0,84.73,105.21,103.71,92.29,100.0
2023-11,2023-11-01,22,Onions 1 Kg,Onions,Onions,Vegetables,1 Kg,127.42,2023-11_Annexure1.pdf,159.82,147.86,131.65,134.93,140.09,125.9,119.17,132.71,124.79,130.24,138.84,120.79,123.5,125.49,119.32,107.98,96.55
2023-11,2023-11-01,23,Tomatoes 1 Kg,Tomatoes,Tomatoes,Vegetables,1 Kg,161.49,2023-11_Annexure1.pdf,198.11,184.43,184.05,178.85,192.73,163.04,141.49,158.21,158.77,152.13,136.01,142.22,153.72,158.14,144.15,148.66,167.77
2023-12,2023-12-01,17,Pulse Masoor (Washed) 1 Kg,Pulse Masoor (Washed),Pulse Masoor (Washed),Pulses & Legumes,1 Kg,335.16,2023-12_Annexure1.pdf,367.44,350.24,320.0,327.47,327.14,346.54,337.47,336.5,320.0,340.77,329.85,332.47,320.0,326.28,320.0,367.56,333.3
2023-12,2023-12-01,18,Pulse Moong (Washed) 1 Kg,Pulse Moong (Washed),Pulse Moong (Washed),Pulses & Legumes,1 Kg,286.56,2023-12_Annexure1.pdf,291.62,272.62,282.47,259.9,270.4,288.28,280.82,293.34,263.81,293.2,287.97,301.76,305.94,266.33,270.0,341.37,313.19
2023-12,2023-12-01,19,Pulse Mash (Washed) 1 Kg,Pulse Mash (Washed),Pulse Mash (Washed),Pulses & Legumes,1 Kg,529.54,2023-12_Annexure1.pdf,567.25,550.59,520.0,520.0,535.21,552.1,556.65,544.96,533.25,540.7,530.75,512.48,534.79,541.54,549.91,573.7,373.21
2023-12,2023-12-01,20,Pulse Gram 1 Kg,Pulse Gram,Pulse Gram,Pulses & Legumes,1 Kg,239.56,2023-12_Annexure1.pdf,261.39,248.7,222.46,220.0,221.91,230.71,216.61,250.45,217.84,243.64,231.3,229.38,230.57,270.44,244.91,289.1,256.62
2023-12,2023-12-01,21,Potatoes 1 Kg,Potatoes,Potatoes,Vegetables,1 Kg,83.25,2023-12_Annexure1.pdf,111.76,104.68,79.13,87.89,83.52,79.67,74.06,88.75,85.86,80.26,71.37,71.35,65.29,94.83,81.81,78.27,89.44
2023-12,2023-12-01,22,Onions 1 Kg,Onions,Onions,Vegetables,1 Kg,167.38,2023-12_Annexure1.pdf,211.02,192.72,185.5,202.33,183.24,163.6,162.87,166.41,157.19,161.9,147.51,169.18,154.6,156.99,144.47,151.21,152.12
2023-12,2023-12-01,23,Tomatoes 1 Kg,Tomatoes,Tomatoes,Vegetables,1 Kg,111.21,2023-12_Annexure1.pdf,144.47,133.78,124.71,127.3,115.16,112.15,104.66,105.02,107.11,92.95,79.9,100.0,102.38,121.76,104.66,113.79,118.42
2024-01,2024-01-01,17,Pulse Masoor (Washed) 1 Kg,Pulse Masoor (Washed),Pulse Masoor (Washed),Pulses & Legumes,1 Kg,339.5,2024-01_Annexure1.pdf,374.71,358.44,322.47,330.0,329.43,346.54,340.0,338.12,320.0,342.39,333.2,340.0,326.53,337.75,320.0,366.11,351.53
2024-01,2024-01-01,18,Pulse Moong (Washed) 1 Kg,Pulse Moong (Washed),Pulse Moong (Washed),Pulses & Legumes,1 Kg,302.54,2024-01_Annexure1.pdf,314.35,291.19,284.87,274.87,270.4,293.3,296.63,308.73,294.1,300.43,326.95,344.89,305.26,280.0,297.47,346.1,326.63
2024-01,2024-01-01,19,Pulse Mash (Washed) 1 Kg,Pulse Mash (Washed),Pulse Mash (Washed),Pulses & Legumes,1 Kg,539.94,2024-01_Annexure1.pdf,571.01,552.61,524.93,521.25,535.21,569.94,556.65,549.94,533.25,543.45,529.28,520.0,545.18,552.21,560.0,558.34,465.42
2024-01,2024-01-01,20,Pulse Gram 1 Kg,Pulse Gram,Pulse Gram,Pulses & Legumes,1 Kg,257.78,2024-01_Annexure1.pdf,276.4,261.03,240.0,232.49,248.85,244.78,238.3,272.43,248.13,257.58,247.99,260.0,243.94,296.62,257.46,289.93,276.63
2024-01,2024-01-01,21,Potatoes 1 Kg,Potatoes,Potatoes,Vegetables,1 Kg,59.24,2024-01_Annexure1.pdf,86.78,80.47,59.72,68.87,63.6,50.12,51.87,59.35,58.2,59.23,50.91,46.42,41.97,76.26,53.13,58.52,59.72
2024-01,2024-01-01,22,Onions 1 Kg,Onions,Onions,Vegetables,1 Kg,214.14,2024-01_Annexure1.pdf,242.16,235.23,222.16,235.75,234.63,193.4,212.25,210.89,217.96,206.09,187.92,211.11,213.44,216.05,190.6,193.39,228.05
2024-01,2024-01-01,23,Tomatoes 1 Kg,Tomatoes,Tomatoes,Vegetables,1 Kg,138.21,2024-01_Annexure1.pdf,179.3,160.73,150.64,149.83,152.06,138.35,135.19,140.9,143.29,119.43,112.57,109.54,136.1,150.66,117.92,133.31,138.26
2024-02,2024-02-01,17,Pulse Masoor (Washed) 1 Kg,Pulse Masoor (Washed),Pulse Masoor (Washed),Pulses & Legumes,1 Kg,333.59,2024-02_Annexure1.pdf,383.94,365.17,310.0,310.0,340.87,346.54,324.89,317.35,308.18,342.36,330.43,329.85,317.44,334.1,314.88,377.42,329.9
2024-02,2024-02-01,18,Pulse Moong (Washed) 1 Kg,Pulse Moong (Washed),Pulse Moong (Washed),Pulses & Legumes,1 Kg,311.92,2024-02_Annexure1.pdf,326.26,302.59,300.0,290.0,289.38,291.65,318.31,304.37,290.76,306.73,330.22,340.0,318.28,297.75,300.0,387.43,323.3
2024-02,2024-02-01,19,Pulse Mash (Washed) 1 Kg,Pulse Mash (Washed),Pulse Mash (Washed),Pulses & Legumes,1 Kg,540.03,2024-02_Annexure1.pdf,580.55,557.27,520.0,504.98,582.2,569.94,540.0,528.62,514.93,507.53,481.82,489.7,558.86,552.21,587.02,604.9,519.71
2024-02,2024-02-01,20,Pulse Gram 1 Kg,Pulse Gram,Pulse Gram,Pulses & Legumes,1 Kg,259.56,2024-02_Annexure1.pdf,287.35,271.92,240.0,233.74,250.9,238.24,240.0,266.19,256.62,266.52,248.44,260.0,240.0,292.65,260.0,294.97,276.63
2024-02,2024-02-01,21,Potatoes 1 Kg,Potatoes,Potatoes,Vegetables,1 Kg,68.35,2024-02_Annexure1.pdf,87.92,79.22,71.58,71.58,69.74,61.17,62.36,66.87,71.33,65.75,60.15,55.61,56.46,81.82,72.38,62.21,74.89
2024-02,2024-02-01,22,Onions 1 Kg,Onions,Onions,Vegetables,1 Kg,221.59,2024-02_Annexure1.pdf,281.97,267.97,233.53,230.64,228.16,202.18,219.17,190.83,203.6,230.28,221.79,182.81,196.19,259.95,195.27,210.13,239.64
2024-02,2024-02-01,23,Tomatoes 1 Kg,Tomatoes,Tomatoes,Vegetables,1 Kg,122.11,2024-02_Annexure1.pdf,150.66,139.81,135.05,129.03,137.84,123.54,115.44,128.72,134.98,104.91,101.81,112.69,111.78,128.24,114.03,98.31,123.01
2024-03,2024-03-01,17,Pulse Masoor (Washed) 1 Kg,Pulse Masoor (Washed),Pulse Masoor (Washed),Pulses & Legumes,1 Kg,333.59,2024-03_Annexure1.pdf,383.94,365.17,310.0,310.0,340.87,346.54,324.89,317.35,308.18,342.36,330.43,329.85,317.44,334.1,314.88,377.42,329.9
2024-03,2024-03-01,18,Pulse Moong (Washed) 1 Kg,Pulse Moong (Washed),Pulse Moong (Washed),Pulses & Legumes,1 Kg,311.92,2024-03_Annexure1.pdf,326.26,302.59,300.0,290.0,289.38,291.65,318.31,304.37,290.76,306.73,330.22,340.0,318.28,297.75,300.0,387.43,323.3
2024-03,2024-03-01,19,Pulse Mash (Washed) 1 Kg,Pulse Mash (Washed),Pulse Mash (Washed),Pulses & Legumes,1 Kg,540.03,2024-03_Annexure1.pdf,580.55,557.27,520.0,504.98,582.2,569.94,540.0,528.62,514.93,507.53,481.82,489.7,558.86,552.21,587.02,604.9,519.71
2024-03,2024-03-01,20,Pulse Gram 1 Kg,Pulse Gram,Pulse Gram,Pulses & Legumes,1 Kg,259.56,2024-03_Annexure1.pdf,287.35,271.92,240.0,233.74,250.9,238.24,240.0,266.19,256.62,266.52,248.44,260.0,240.0,292.65,260.0,294.97,276.63
2024-03,2024-03-01,21,Potatoes 1 Kg,Potatoes,Potatoes,Vegetables,1 Kg,68.35,2024-03_Annexure1.pdf,87.92,79.22,71.58,71.58,69.74,61.17,62.36,66.87,71.33,65.75,60.15,55.61,56.46,81.82,72.38,62.21,74.89
2024-03,2024-03-01,22,Onions 1 Kg,Onions,Onions,Vegetables,1 Kg,221.59,2024-03_Annexure1.pdf,281.97,267.97,233.53,230.64,228.16,202.18,219.17,190.83,203.6,230.28,221.79,182.81,196.19,259.95,195.27,210.13,239.64
2024-03,2024-03-01,23,Tomatoes 1 Kg,Tomatoes,Tomatoes,Vegetables,1 Kg,122.11,2024-03_Annexure1.pdf,150.66,139.81,135.05,129.03,137.84,123.54,115.44,128.72,134.98,104.91,101.81,112.69,111.78,128.24,114.03,98.31,123.01
2024-04,2024-04-01,17,Pulse Masoor (Washed) 1 Kg,Pulse Masoor (Washed),Pulse Masoor (Washed),Pulses & Legumes,1 Kg,329.69,2024-04_Annexure1.pdf,383.94,365.17,310.0,310.0,340.87,346.54,320.0,303.72,300.0,335.33,312.91,320.0,320.0,325.65,320.0,382.43,323.3
