Year_Month,Date,S_No,Commodity_Raw,Commodity,Target_Commodity,Category,Unit,National_Average_Price,Source_File,Islamabad,Rawalpindi,Gujranwala,Sialkot,Lahore,Faisalabad,Sargodha,Multan,Bahawalpur,Karachi,Hyderabad,Sukkur,Larkana,Peshawar,Bannu,Quetta,Khuzdar
2023-04,2023-04-01,26,Salt Powdered (NATIONAL/SHAN) 800 gm PacketEach,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,,Condiments & Spices,Each,52.4,2023-04_Annexure1.pdf,60.0,60.0,50.0,60.0,50.0,60.0,60.0,60.0,50.0,58.04,50.0,40.0,40.0,50.0,50.0,50.0,50.0
2023-04,2023-04-01,27,Chilies Powder NATIONAL 200 gm PacketEach,Chilies Powder NATIONAL 200 gm Packet,,Condiments & Spices,Each,215.0,2023-04_Annexure1.pdf,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
2023-04,2023-04-01,28,Garlic (Lehsun) 1 Kg,Garlic (Lehsun),,Vegetables,1 Kg,372.52,2023-04_Annexure1.pdf,445.98,438.28,356.64,357.47,275.01,347.1,355.77,330.93,400.0,319.18,285.6,355.9,345.77,415.28,400.0,409.02,600.0
2023-04,2023-04-01,29,Tea Lipton Yellow Label 190 gm PacketEach,Tea Lipton Yellow Label 190 gm Packet,,Beverages,Each,520.6,2023-04_Annexure1.pdf,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,558.82,480.72,413.52,558.82,558.82,413.52,480.72,413.52
2023-04,2023-04-01,30,Cooked Beef at Average Hotel Per Plate,Cooked Beef at Average Hotel,,Food Away from Home,Per Plate,241.31,2023-04_Annexure1.pdf,229.02,233.04,300.0,250.0,202.76,300.0,243.29,259.62,221.6,282.71,266.5,200.0,240.0,175.48,176.57,284.97,293.18
2023-04,2023-04-01,31,Cooked Daal at Average Hotel Per Plate,Cooked Daal at Average Hotel,,Food Away from Home,Per Plate,122.58,2023-04_Annexure1.pdf,167.12,162.71,100.0,100.0,113.24,140.0,120.0,117.59,114.65,142.05,145.33,100.0,116.41,104.83,100.0,129.74,139.76
2023-04,2023-04-01,32,Tea Prepared Ordinary Per Cup,Tea Prepared Ordinary,,Food Away from Home,Per Cup,47.91,2023-04_Annexure1.pdf,50.0,48.17,50.0,40.0,42.18,50.0,50.0,50.0,40.0,59.34,63.98,50.0,50.0,33.02,46.42,50.0,50.0
2023-04,2023-04-01,33,Cigarettes Capstan 20'S Packet Each,Cigarettes Capstan 20'S Packet,,Tobacco,Each,221.64,2023-04_Annexure1.pdf,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,231.19,220.0,220.0,220.0,225.5,224.94,220.0,226.62
2023-04,2023-04-01,34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 mtr","Long Cloth 57"" Gul Ahmed/Al Karam",,Textiles & Apparel,1 mtr,508.96,2023-04_Annexure1.pdf,511.38,487.04,571.0,450.0,550.19,466.08,600.0,570.0,556.59,437.02,493.24,500.0,400.0,642.0,460.0,648.72,400.0
2023-04,2023-04-01,35,Shirting (Average Quality) 1 mtr,Shirting (Average Quality),,Textiles & Apparel,1 mtr,345.33,2023-04_Annexure1.pdf,517.27,485.91,300.0,370.0,361.63,462.01,418.69,372.24,376.64,372.22,311.51,215.44,282.31,435.94,400.0,209.84,200.0
2023-04,2023-04-01,36,Lawn Printed Gul Ahmed/Al Karam 1 mtr,Lawn Printed Gul Ahmed/Al Karam,,Textiles & Apparel,1 mtr,522.98,2023-04_Annexure1.pdf,428.65,379.07,550.0,370.0,669.96,553.24,646.66,562.53,556.59,550.0,489.9,550.0,500.0,702.0,600.0,598.61,353.3
2023-04,2023-04-01,37,Georgette (Average Quality) 1 mtr,Georgette (Average Quality),,Textiles & Apparel,1 mtr,235.34,2023-04_Annexure1.pdf,306.85,295.8,200.0,300.0,315.58,194.94,343.22,233.76,199.67,269.3,201.26,206.46,257.71,210.48,160.0,199.83,200.0
